grandprix,year,driver_name,driver_code,driver_number,track,track_type,wet_dry,fastest_lap_time,avg_lap_time,avg_sector_1_time,avg_sector_2_time,avg_sector_3_time,pitstops,grid_position,finished_position,recent_form_5,recent_form_3,recent_podiums_5,recent_wins_5,avg_finish,finish_std,race_count,avg_grid,grid_std,avg_fastest_lap,avg_pitstops,podium_count,podium_rate,win_count,win_rate,dnf_count,dnf_rate,track_avg_finish,track_race_count,track_avg_grid,track_avg_fastest_lap,track_podium_count,track_podium_rate,track_encoded,driver_encoded,track_type_encoded,wet_dry_encoded,grid_advantage,consistency_score,performance_momentum,quali_vs_race_gap,finished_position_clean
Bahrain Grand Prix,2024,Max VERSTAPPEN,VER,1,Sakhir,circuit,dry,92.608,95.79924074,31.40801786,41.4175,23.73623214,2,1,1,4.25,5,1,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.666666667,3,3,95.00366667,2,0.666666667,15,19,0,0,2.971506106,0.32104261,-0.496710526,0,1
Belgian Grand Prix,2024,Max VERSTAPPEN,VER,1,Spa-Francorchamps,circuit,dry,106.128,108.4342683,31.56909302,48.23127907,29.24806977,2,1,4,4.25,3.666666667,1,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3,3,3.666666667,107.0486667,1,0.333333333,19,19,0,0,2.971506106,0.32104261,-0.496710526,3,4
British Grand Prix,2024,Max VERSTAPPEN,VER,1,Silverstone,circuit,wet,88.952,94.17006122,31.03882353,38.05141176,26.04335294,2,4,2,3.75,3.333333333,1,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.666666667,3,2,89.802,2,0.666666667,17,19,0,1,0.797233345,0.32104261,-0.354166667,-2,2
Canadian Grand Prix,2024,Max VERSTAPPEN,VER,1,Montreal,circuit,wet,75.569,90.18301493,25.81611594,28.65452174,36.00666667,2,2,1,3.4,2.333333333,2,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.333333333,3,1.666666667,75.15,3,1,13,19,0,1,1.556503198,0.32104261,-0.254385965,-1,1
Chinese Grand Prix,2024,Max VERSTAPPEN,VER,1,Shanghai,circuit,dry,98.406,106.8993962,28.93374545,32.32878182,46.93794545,2,1,1,2.6,2.333333333,3,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.5,2,2.5,96.947,1,0.5,16,19,0,0,2.971506106,0.32104261,-0.026315789,0,1
Dutch Grand Prix,2024,Max VERSTAPPEN,VER,1,Zandvoort,circuit,dry,74.752,75.62751429,25.88871429,27.31597183,22.69701408,1,2,2,1.8,1.333333333,4,3,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.666666667,3,2,73.854,3,1,23,19,0,0,1.556503198,0.32104261,0.201754386,0,2
Emilia Romagna Grand Prix,2024,Max VERSTAPPEN,VER,1,Imola,circuit,dry,80.366,80.96342623,25.97040323,28.1656129,27.19254839,1,1,1,2,1.333333333,4,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1,2,1.5,79.177,2,1,4,19,0,0,2.971506106,0.32104261,0.144736842,0,1
Hungarian Grand Prix,2024,Max VERSTAPPEN,VER,1,Hungaroring,circuit,dry,80.908,83.78991045,30.55102899,29.99692754,23.72743478,2,3,5,1.4,1.333333333,5,3,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,5,3,4.333333333,80.32933333,1,0.333333333,3,19,0,0,1.054405392,0.32104261,0.315789474,2,5
Italian Grand Prix,2024,Max VERSTAPPEN,VER,1,Monza,circuit,dry,81.745,84.32752,28.43413462,28.69967308,28.02590385,2,7,6,2,2.666666667,4,3,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.666666667,3,3.333333333,82.66266667,2,0.666666667,14,19,0,0,0.460374185,0.32104261,0.144736842,-1,6
Japanese Grand Prix,2024,Max VERSTAPPEN,VER,1,Suzuka,circuit,dry,93.706,97.74936735,35.46864,43.12059615,19.04028846,3,1,1,3,4,3,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1,3,1,92.97666667,3,1,21,19,0,0,2.971506106,0.32104261,-0.140350877,0,1
Las Vegas Grand Prix,2024,Max VERSTAPPEN,VER,1,Las Vegas,street,dry,96.248,98.01851064,28.7226875,32.96434694,37.02606122,2,5,5,3,4,3,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3,2,4,95.931,1,0.5,7,19,1,0,0.640913082,0.32104261,-0.140350877,0,5
Mexico City Grand Prix,2024,Max VERSTAPPEN,VER,1,Mexico City,circuit,dry,80.872,85.33914493,31.23852857,32.75978571,21.8631,1,2,6,3.6,4,2,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3.333333333,3,3.333333333,81.208,2,0.666666667,10,19,0,0,1.556503198,0.32104261,-0.311403509,4,6
Miami Grand Prix,2024,Max VERSTAPPEN,VER,1,Miami,street,dry,91.261,95.56478182,32.81760714,36.230625,26.72230357,1,1,2,4.6,4,1,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.333333333,3,3.666666667,90.47833333,2,0.666666667,11,19,1,0,2.971506106,0.32104261,-0.596491228,1,2
Monaco Grand Prix,2024,Max VERSTAPPEN,VER,1,Monte Carlo,circuit,dry,74.569,78.59061333,20.69702597,36.83612987,22.08324675,2,6,6,4,4.333333333,2,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3.666666667,3,4,75.13433333,1,0.333333333,12,19,0,0,0.535845363,0.32104261,-0.425438596,0,6
Qatar Grand Prix,2024,Max VERSTAPPEN,VER,1,Lusail,circuit,dry,82.905,91.79401887,35.45925,31.22158929,28.92592857,3,1,1,4,4.666666667,2,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1,2,1,83.612,2,1,8,19,0,0,2.971506106,0.32104261,-0.425438596,0,1
Saudi Arabian Grand Prix,2024,Max VERSTAPPEN,VER,1,Jeddah,street,dry,91.773,94.97260417,35.47083333,30.46573469,30.98316327,1,1,1,4,3,2,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.666666667,3,5.666666667,91.98633333,3,1,6,19,1,0,2.971506106,0.32104261,-0.425438596,0,1
Singapore Grand Prix,2024,Max VERSTAPPEN,VER,1,Singapore,street,dry,95.967,97.5519,29.17833333,41.26140984,27.46668852,1,2,2,3.2,2.666666667,3,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3,3,5,96.06366667,2,0.666666667,18,19,1,0,1.556503198,0.32104261,-0.197368421,0,2
Spanish Grand Prix,2024,Max VERSTAPPEN,VER,1,Catalunya,circuit,wet,77.776,79.71953968,24.1758,32.05946154,24.02690769,2,2,1,2.4,1.333333333,4,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,4,3,2,77.04166667,2,0.666666667,2,19,0,1,1.556503198,0.32104261,0.030701754,-1,1
São Paulo Grand Prix,2024,Max VERSTAPPEN,VER,1,Interlagos,circuit,wet,80.472,88.93819403,22.54929851,46.95991176,20.24963235,1,12,1,2.2,1.333333333,4,3,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.666666667,3,9.666666667,75.447,3,1,5,19,0,1,0.270136919,0.32104261,0.087719298,-11,1
United States Grand Prix,2024,Max VERSTAPPEN,VER,1,Austin,circuit,dry,98.117,101.9958333,27.48967273,40.69447273,34.13210909,1,2,3,1.2,1.333333333,5,4,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.666666667,3,3,98.712,3,1,0,19,0,0,1.556503198,0.32104261,0.372807018,1,3
Australian Grand Prix,2025,Max VERSTAPPEN,VER,1,Melbourne,street,wet,83.081,103.8148431,36.93325455,23.56253571,46.894125,5,3,2,1.6,1.666666667,5,3,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.5,2,1.666666667,82.17933333,2,1,9,19,1,1,1.054405392,0.32104261,0.25877193,-1,2
Austrian Grand Prix,2025,Max VERSTAPPEN,VER,1,Spielberg,circuit,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,7,,1.8,2,5,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3,2,3,67.3655,1,0.5,20,19,0,0,0.460374185,0.32104261,0.201754386,,25
Azerbaijan Grand Prix,2025,Max VERSTAPPEN,VER,1,Baku,street,dry,103.388,109.3102449,38.71846,43.7848,27.05128,1,1,1,1.75,2.5,4,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.666666667,3,3,104.806,2,0.666666667,1,19,1,0,2.971506106,0.32104261,0.216008772,0,1
Bahrain Grand Prix,2025,Max VERSTAPPEN,VER,1,Sakhir,circuit,dry,96.167,100.5553704,32.38776786,43.749125,25.11226786,2,7,6,1.75,1.5,4,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.666666667,3,3,95.00366667,2,0.666666667,15,19,0,0,0.460374185,0.32104261,0.216008772,-1,6
Belgian Grand Prix,2025,Max VERSTAPPEN,VER,1,Spa-Francorchamps,circuit,wet,106.096,114.6969524,33.11732558,51.21097674,30.88730233,1,4,4,3,3.5,3,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3,3,3.666666667,107.0486667,1,0.333333333,19,19,0,1,0.797233345,0.32104261,-0.140350877,0,4
British Grand Prix,2025,Max VERSTAPPEN,VER,1,Silverstone,circuit,wet,90.179,112.8979184,36.04023529,46.46090196,30.9634902,2,1,5,3.25,3.666666667,2,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.666666667,3,2,89.802,2,0.666666667,17,19,0,1,2.971506106,0.32104261,-0.211622807,4,5
Canadian Grand Prix,2025,Max VERSTAPPEN,VER,1,Montreal,circuit,wet,74.287,76.51392188,21.72915942,24.56495652,32.40685507,5,2,2,4,5,1,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.333333333,3,1.666666667,75.15,3,1,13,19,0,1,1.556503198,0.32104261,-0.425438596,0,2
Chinese Grand Prix,2025,Max VERSTAPPEN,VER,1,Shanghai,circuit,dry,95.488,97.29964815,26.31667273,29.43076364,41.87861818,1,4,4,3.6,3.666666667,2,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.5,2,2.5,96.947,1,0.5,16,19,0,0,0.797233345,0.32104261,-0.311403509,0,4
Dutch Grand Prix,2025,Max VERSTAPPEN,VER,1,Zandvoort,circuit,dry,72.921,81.07736232,28.04208451,29.18466197,24.90621127,2,3,2,4.2,3.666666667,1,0,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.666666667,3,2,73.854,3,1,23,19,0,0,1.054405392,0.32104261,-0.48245614,-1,2
Emilia Romagna Grand Prix,2025,Max VERSTAPPEN,VER,1,Imola,circuit,dry,77.988,85.70873333,28.14425806,30.03985484,29.07729032,2,2,1,3.4,2.666666667,2,0,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1,2,1.5,79.177,2,1,4,19,0,0,1.556503198,0.32104261,-0.254385965,-1,1
Hungarian Grand Prix,2025,Max VERSTAPPEN,VER,1,Hungaroring,circuit,dry,79.576,82.15132836,29.9816087,29.40443478,23.24450725,2,8,9,2.8,2.333333333,3,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,5,3,4.333333333,80.32933333,1,0.333333333,3,19,0,0,0.403537866,0.32104261,-0.083333333,1,9
Italian Grand Prix,2025,Max VERSTAPPEN,VER,1,Monza,circuit,dry,81.003,82.64347059,27.67653846,28.08163462,27.26425,1,1,1,3.6,4,3,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.666666667,3,3.333333333,82.66266667,2,0.666666667,14,19,0,0,2.971506106,0.32104261,-0.311403509,0,1
Japanese Grand Prix,2025,Max VERSTAPPEN,VER,1,Suzuka,circuit,dry,91.041,92.51333333,32.81534615,42.05094231,18.06175,1,1,1,3.4,3.666666667,3,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1,3,1,92.97666667,3,1,21,19,0,0,2.971506106,0.32104261,-0.254385965,0,1
Mexico City Grand Prix,2025,Max VERSTAPPEN,VER,1,Mexico City,circuit,dry,81.108,82.91169565,29.37491429,32.29744286,21.4963,1,5,3,2.8,3.666666667,4,3,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3.333333333,3,3.333333333,81.208,2,0.666666667,10,19,0,0,0.640913082,0.32104261,-0.083333333,-2,3
Miami Grand Prix,2025,Max VERSTAPPEN,VER,1,Miami,street,wet,90.466,93.2445,31.40857576,35.53127273,26.67636364,1,1,4,3,1.666666667,4,3,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,2.333333333,3,3.666666667,90.47833333,2,0.666666667,11,19,1,1,2.971506106,0.32104261,-0.140350877,3,4
Monaco Grand Prix,2025,Max VERSTAPPEN,VER,1,Monte Carlo,circuit,dry,74.23,77.48072,20.40792105,36.41512987,20.68845455,2,5,4,3.6,2.666666667,3,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3.666666667,3,4,75.13433333,1,0.333333333,12,19,0,0,0.640913082,0.32104261,-0.311403509,-1,4
Saudi Arabian Grand Prix,2025,Max VERSTAPPEN,VER,1,Jeddah,street,dry,92.28,96.46983333,35.76567347,30.1214898,30.97781633,1,1,2,2.6,3.666666667,3,2,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.666666667,3,5.666666667,91.98633333,3,1,6,19,1,0,2.971506106,0.32104261,-0.026315789,1,2
Singapore Grand Prix,2025,Max VERSTAPPEN,VER,1,Singapore,street,wet,95.649,96.83123333,28.94185,40.87583607,27.28390164,1,2,2,2.8,3.333333333,3,1,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,3,3,5,96.06366667,2,0.666666667,18,19,1,1,1.556503198,0.32104261,-0.083333333,0,2
Spanish Grand Prix,2025,Max VERSTAPPEN,VER,1,Catalunya,circuit,dry,77.019,83.13090164,25.63498462,33.60703077,25.45806154,4,3,10,3,2.666666667,3,0,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,4,3,2,77.04166667,2,0.666666667,2,19,0,0,1.054405392,0.32104261,-0.140350877,7,10
São Paulo Grand Prix,2025,Max VERSTAPPEN,VER,1,Interlagos,circuit,dry,72.447,77.16189063,20.36667188,39.95645455,17.74558209,3,16,3,4.4,4.666666667,2,0,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.666666667,3,9.666666667,75.447,3,1,5,19,0,0,0.203022156,0.32104261,-0.539473684,-13,3
United States Grand Prix,2025,Max VERSTAPPEN,VER,1,Austin,circuit,dry,97.991,100.4008148,27.20725455,40.10836364,33.41072727,1,1,1,4.2,5,3,0,2.507692308,2.114851331,65,3.268656716,3.360114038,86.82536364,1.895522388,47,0.723076923,33,0.507692308,2,0.030769231,1.666666667,3,3,98.712,3,1,0,19,0,0,2.971506106,0.32104261,-0.48245614,0,1
Abu Dhabi Grand Prix,2023,Nico HULKENBERG,HUL,27,Yas Marina Circuit,circuit,dry,89.217,90.65614545,18.99182456,38.87405263,33.48550877,2,8,15,0,0,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,11.5,2,6,89.1845,0,0,22,20,0,0,1.595585484,0.209725438,0.924623116,7,15
Australian Grand Prix,2023,Nico HULKENBERG,HUL,27,Melbourne,street,dry,81.124,156.9300926,31.57168421,21.64331579,37.44617308,3,10,7,15,15,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,7.666666667,3,14.33333333,82.504,0,0,9,20,1,0,1.279627963,0.209725438,-0.206030151,-3,7
Austrian Grand Prix,2023,Nico HULKENBERG,HUL,27,Spielberg,circuit,wet,71.066,76.86722222,21.87481818,34.02927273,25.44872727,2,8,,11,11,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,7.5,2,12.33333333,70.24666667,0,0,20,20,0,1,1.595585484,0.209725438,0.095477387,,25
Azerbaijan Grand Prix,2023,Nico HULKENBERG,HUL,27,Baku,street,dry,106.731,110.9000833,39.89095918,45.09473469,26.23369388,1,17,17,11,11,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,14.66666667,3,15.66666667,106.264,0,0,1,20,1,0,0.755803651,0.209725438,0.095477387,0,17
Bahrain Grand Prix,2023,Nico HULKENBERG,HUL,27,Sakhir,circuit,dry,96.616,99.48878846,32.94641818,43.29570909,24.72710909,3,10,15,13,12,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,15.5,2,12,96.26266667,0,0,15,20,0,0,1.279627963,0.209725438,-0.055276382,5,15
Belgian Grand Prix,2023,Nico HULKENBERG,HUL,27,Spa-Francorchamps,circuit,wet,109.907,114.2156098,33.05255814,50.89251163,30.88353488,2,20,18,13.5,16,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,16,3,16.66666667,107.9763333,0,0,19,20,0,1,0.642997136,0.209725438,-0.092964824,-2,18
British Grand Prix,2023,Nico HULKENBERG,HUL,27,Silverstone,circuit,dry,91.776,97.25514286,32.36288235,39.59937255,26.86319608,2,11,13,14.25,16.66666667,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,7.333333333,3,12,90.84833333,1,0.333333333,17,20,0,0,1.164346164,0.209725438,-0.149497487,2,13
Canadian Grand Prix,2023,Nico HULKENBERG,HUL,27,Montreal,circuit,dry,77.232,81.62325758,22.78170588,26.15711765,32.94626471,2,2,15,15.75,15.33333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,11.33333333,3,11.33333333,76.429,0,0,13,20,0,0,6.154401154,0.209725438,-0.262562814,13,15
Dutch Grand Prix,2023,Nico HULKENBERG,HUL,27,Zandvoort,circuit,wet,74.472,84.33154545,29.8455,30.36007042,26.43161972,5,15,12,15.6,15.33333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,12.33333333,3,15,75.01366667,0,0,23,20,0,1,0.855910094,0.209725438,-0.251256281,-3,12
Hungarian Grand Prix,2023,Nico HULKENBERG,HUL,27,Hungaroring,circuit,dry,83.573,85.43186364,31.01845588,30.86141176,24.09576471,2,10,14,14.6,13.33333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,13.33333333,3,13.33333333,82.349,0,0,3,20,0,0,1.279627963,0.209725438,-0.175879397,4,14
Italian Grand Prix,2023,Nico HULKENBERG,HUL,27,Monza,circuit,dry,85.894,87.54321277,29.31559184,30.10661224,28.95567347,2,13,17,14.4,13.66666667,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,17,2,11.66666667,84.5845,0,0,14,20,0,0,0.986583391,0.209725438,-0.16080402,4,17
Japanese Grand Prix,2023,Nico HULKENBERG,HUL,27,Suzuka,circuit,dry,97.25,103.5062708,38.82562745,45.4115098,20.20215686,3,18,14,14.2,14.33333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,13.66666667,3,15.33333333,95.049,0,0,21,20,0,0,0.714046543,0.209725438,-0.145728643,-4,14
Las Vegas Grand Prix,2023,Nico HULKENBERG,HUL,27,Las Vegas,street,dry,97.565,107.5015,31.46779545,36.39897727,40.79984091,2,13,19,14.4,15,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,13.5,2,11,97.075,0,0,7,20,1,0,0.986583391,0.209725438,-0.16080402,6,19
Mexico City Grand Prix,2023,Nico HULKENBERG,HUL,27,Mexico City,circuit,dry,83.222,86.73567647,30.87623188,33.86502857,22.7311,2,12,13,15.2,16.66666667,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,11,2,11.66666667,82.35366667,0,0,10,20,0,0,1.068119209,0.209725438,-0.221105528,1,13
Miami Grand Prix,2023,Nico HULKENBERG,HUL,27,Miami,street,dry,90.901,93.13683636,32.06892857,35.34871429,25.98357143,1,12,15,15.4,15.33333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,13.33333333,3,12.33333333,91.28566667,0,0,11,20,1,0,1.068119209,0.209725438,-0.236180905,3,15
Monaco Grand Prix,2023,Nico HULKENBERG,HUL,27,Monte Carlo,circuit,wet,76.991,85.73552778,22.47634667,40.68318667,22.97905333,3,18,17,15.6,15.66666667,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,16.5,2,15.5,76.107,0,0,12,20,0,1,0.714046543,0.209725438,-0.251256281,-1,17
Qatar Grand Prix,2023,Nico HULKENBERG,HUL,27,Lusail,circuit,dry,86.444,92.29963462,35.35098182,30.74974545,27.55878182,3,15,16,15.6,15,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,16,1,16.5,86.1055,0,0,8,20,0,0,0.855910094,0.209725438,-0.251256281,1,16
Saudi Arabian Grand Prix,2023,Nico HULKENBERG,HUL,27,Jeddah,street,dry,93.78,98.48491667,36.6115102,30.71830612,31.46057143,1,11,12,16,16,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,12.33333333,3,14.66666667,93.19733333,0,0,6,20,1,0,1.164346164,0.209725438,-0.281407035,1,12
Singapore Grand Prix,2023,Nico HULKENBERG,HUL,27,Singapore,street,dry,99.923,103.3091333,30.45162295,44.62388525,29.42331148,1,9,13,14.6,15,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,14,3,8.666666667,97.599,0,0,18,20,1,0,1.42024642,0.209725438,-0.175879397,4,13
Spanish Grand Prix,2023,Nico HULKENBERG,HUL,27,Catalunya,circuit,dry,78.776,80.43760656,24.72454688,32.2728125,24.34801563,3,8,15,14.6,13.66666667,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,10.33333333,3,12.33333333,78.32,0,0,2,20,0,0,1.595585484,0.209725438,-0.175879397,7,15
São Paulo Grand Prix,2023,Nico HULKENBERG,HUL,27,Interlagos,circuit,wet,75.036,76.93876923,20.71060294,39.75563768,18.83401449,4,11,12,14.6,13.33333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,10.5,2,13.33333333,77.57,0,0,5,20,0,1,1.164346164,0.209725438,-0.175879397,1,12
United States Grand Prix,2023,Nico HULKENBERG,HUL,27,Austin,circuit,dry,100.925,102.8483585,28.51730909,41.12458182,33.95849091,2,16,11,13.6,13.33333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,9,3,13,99.23366667,0,0,0,20,0,0,0.802747977,0.209725438,-0.100502513,-5,11
Abu Dhabi Grand Prix,2024,Nico HULKENBERG,HUL,27,Yas Marina Circuit,circuit,dry,89.152,90.42317857,18.50194737,38.76975439,33.48877193,1,4,8,12.6,12.66666667,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,11.5,2,6,89.1845,0,0,22,20,0,0,3.15225425,0.209725438,-0.025125628,4,8
Australian Grand Prix,2024,Nico HULKENBERG,HUL,27,Melbourne,street,dry,81.145,84.71312727,29.37289474,18.81017544,36.63229825,2,16,9,11.8,10.33333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,7.666666667,3,14.33333333,82.504,0,0,9,20,1,0,0.802747977,0.209725438,0.035175879,-7,9
Austrian Grand Prix,2024,Nico HULKENBERG,HUL,27,Spielberg,circuit,wet,70.215,71.49111765,18.22447826,32.00584286,21.7538,2,9,6,11,9.333333333,0,0,12.26666667,3.768138805,60,12.92424242,4.028019579,88.21246154,1.970149254,1,0.016666667,0,0,7,0.116666667,7.5,2,12.33333333,70.24666667,0,0,20,20,0,1,1.42024642,0.209725438,0.095477387,-3,6
